seed_index,label,t,variant,terminal_rms,optimized_grid_terminal_rms,path_mean_squared_rms,suffix_one_step_rms,suffix_quarter_rms,null_semigroup_error,negative_rms,squared_margin,state_shift_rms,null_terminal_change_rms,conditional_terminal_change_rms,null_target_probability,null_target_success,conditional_target_probability,conditional_target_success,rival_target_probability
7,58,0.125,path1,0.31559014320373535,0.3091074824333191,0.028670912608504295,0.3030635416507721,0.1401100754737854,0.0,0.2722719609737396,-0.02546512335538864,0.01787310652434826,0.12848834693431854,0.05744863674044609,1.2103038898203522e-05,False,0.1704845130443573,False,0.014362222515046597
0,24,0.375,unchanged,0.08931244164705276,0.08945971727371216,0.0026542048435658216,0.08506351709365845,0.04731089249253273,0.0,0.06960973888635635,-0.0031311968341469765,0.0,0.0,0.0,0.014072978869080544,False,0.9199532270431519,True,0.019509244710206985
1,63,0.375,unchanged,0.077804796397686,0.07762399315834045,0.001962807262316346,0.07044743746519089,0.03303709253668785,0.0,0.10573165118694305,0.005125595256686211,0.0,0.0,0.0,0.0003447780036367476,False,0.0012598630273714662,False,0.0012104925699532032
2,87,0.375,unchanged,0.08676250278949738,0.08606613427400589,0.00238878489471972,0.08230316638946533,0.045061077922582626,0.0,0.12692677974700928,0.008582675829529762,0.0,0.0,0.0,0.0003225423861294985,False,0.008825615979731083,False,0.00024690470308996737
3,52,0.375,unchanged,0.09050244837999344,0.08950977772474289,0.0026570986956357956,0.08525379747152328,0.04334189370274544,0.0,0.09862862527370453,0.0015369122847914696,0.0,0.0,0.0,0.0001712044613668695,False,0.0031543506775051355,False,0.0006222361116670072
4,84,0.375,unchanged,0.08337889611721039,0.08303821086883545,0.002263576490804553,0.07766225188970566,0.04005878418684006,0.0,0.0967688262462616,0.0024121650494635105,0.0,0.0,0.0,0.000303290638839826,False,0.021727411076426506,False,0.0008687308873049915
5,56,0.375,unchanged,0.10785144567489624,0.10662099719047546,0.003783168038353324,0.10028397291898727,0.04394331946969032,0.0,0.12462745606899261,0.003900068812072277,0.0,0.0,0.0,0.0001821444893721491,False,0.001006921986117959,False,3.1903182389214635e-05
6,91,0.375,unchanged,0.1501104235649109,0.15181587636470795,0.007020642515271902,0.14003315567970276,0.05232270061969757,0.0,0.16802968084812164,0.005700834095478058,0.0,0.0,0.0,0.9437920451164246,True,0.997214138507843,True,0.009285172447562218
7,58,0.375,unchanged,0.12128488719463348,0.12043639272451401,0.004683824256062508,0.11281658709049225,0.06187418848276138,0.0,0.07797881960868835,-0.0086293276399374,0.0,0.0,0.0,0.00024045111786108464,False,0.07006541639566422,False,0.00469632213935256
0,24,0.375,root1,0.08173816651105881,0.08174975216388702,0.002273987513035536,0.07754534482955933,0.043205469846725464,0.0,0.07157044112682343,-0.0015587997622787952,0.0027516502887010574,0.026575351133942604,0.009539228864014149,0.08260870724916458,False,0.9292956590652466,True,0.02598509006202221
1,63,0.375,root1,0.07667257636785507,0.07645409554243088,0.00192358682397753,0.06956584006547928,0.033327896147966385,0.0,0.10235479474067688,0.004597820341587067,0.01306614838540554,0.017041301354765892,0.017080215737223625,0.0003570228873286396,False,0.0012055962579324841,False,0.0010272370418533683
2,87,0.375,root1,0.08569493889808655,0.08497736603021622,0.0023346992675215006,0.081364706158638,0.044792357832193375,0.0,0.12626510858535767,0.008599255234003067,0.012057979591190815,0.015230905264616013,0.01621243730187416,0.00020176440011709929,False,0.005501559004187584,False,0.00014947271847631782
3,52,0.375,root1,0.09004929661750793,0.08913566172122955,0.0026241641025990248,0.08491965383291245,0.04287028685212135,0.0,0.09755035489797592,0.0014071958139538765,0.007299075368791819,0.011038138531148434,0.010562276467680931,0.00018784365965984762,False,0.004823630675673485,False,0.0007106983102858067
4,84,0.375,root1,0.08088305592536926,0.08047929406166077,0.002150821266695857,0.07533760368824005,0.03889210894703865,0.0,0.09623141586780548,0.002718416042625904,0.01291598565876484,0.017328565940260887,0.01665707491338253,0.0005539032863453031,False,0.027886822819709778,False,0.0018316085916012526
5,56,0.375,root1,0.10128287225961685,0.10012778639793396,0.0033497014082968235,0.09444953501224518,0.043286118656396866,0.0,0.12280686944723129,0.004823307506740093,0.013956724666059017,0.030684063211083412,0.024703893810510635,0.00020494533237069845,False,0.0018169672694057226,False,3.8007379771443084e-05
6,91,0.375,root1,0.0975518748164177,0.09882789850234985,0.003155050566419959,0.08953030407428741,0.04039156064391136,0.0,0.18983711302280426,0.02652176097035408,0.007745780516415834,0.10168714076280594,0.03462376445531845,0.9961236119270325,True,0.9977983236312866,True,0.048338133841753006
7,58,0.375,root1,0.11906850337982178,0.1181185394525528,0.004514271393418312,0.1111084520816803,0.06178958714008331,0.0,0.0787472054362297,-0.007976185530424118,0.017393218353390694,0.019131744280457497,0.02051292173564434,0.00037833661190234125,False,0.08285489678382874,False,0.006578270811587572
0,24,0.375,root4,0.07694468647241592,0.07679583132266998,0.002026850823312998,0.07317108660936356,0.04219447076320648,0.0,0.06930562108755112,-0.0011172154918313026,0.04390621557831764,0.06419827044010162,0.05114971473813057,0.17185327410697937,True,0.9538270831108093,True,0.1554555743932724
1,63,0.375,root4,0.0739736557006836,0.07383893430233002,0.0018257260089740157,0.06689690798521042,0.032359037548303604,0.0,0.0974322035908699,0.004020932596176863,0.05224165320396423,0.0636620968580246,0.0619790218770504,0.0003447595809120685,False,0.0012360902037471533,False,0.0004055823083035648
2,87,0.375,root4,0.0846204161643982,0.08396780490875244,0.002292331773787737,0.08060789853334427,0.044788386672735214,0.0,0.12417899817228317,0.008259808644652367,0.03470705449581146,0.043163809925317764,0.044696468859910965,0.0001054482490872033,False,0.0014578483533114195,False,8.571571379434317e-05
3,52,0.375,root4,0.08563751727342606,0.085172638297081,0.0023915909696370363,0.08109703660011292,0.04034734144806862,0.0,0.0979330837726593,0.0022571049630641937,0.012295505031943321,0.05660271272063255,0.04812270775437355,0.0002835748018696904,False,0.0771285742521286,False,0.0011576875112950802
4,84,0.375,root4,0.07125327736139297,0.07110007107257843,0.0017300352919846773,0.06645774096250534,0.03415626287460327,0.0,0.09286800771951675,0.0035474374890327454,0.05061100050806999,0.0763893648982048,0.0657573938369751,0.009164124727249146,False,0.21898901462554932,False,0.02080954797565937
5,56,0.375,root4,0.08628244698047638,0.08553408086299896,0.002463496522977948,0.08077168464660645,0.040368903428316116,0.0,0.11790695041418076,0.006457387935370207,0.0540972463786602,0.0967760905623436,0.07959457486867905,0.00023166908067651093,False,0.005082111340016127,False,7.081618969095871e-05
6,91,0.375,root4,0.06445528566837311,0.0643698200583458,0.0014391732402145863,0.06056181341409683,0.03283532336354256,0.0,0.16479970514774323,0.023004457354545593,0.04760716110467911,0.22138842940330505,0.13933444023132324,0.9979234933853149,True,0.9959639310836792,True,0.9747204780578613
7,58,0.375,root4,0.11512549966573715,0.11419090628623962,0.004263280425220728,0.10829880833625793,0.059379659593105316,0.0,0.07872667163610458,-0.007055991794914007,0.06459072977304459,0.07275430113077164,0.07606212049722672,0.001773093594238162,False,0.07596129924058914,False,0.008720598183572292
0,24,0.375,tube1,0.08275842666625977,0.08283451199531555,0.0023279304150491953,0.07852707803249359,0.0434776246547699,0.0,0.07211475074291229,-0.0016484200023114681,0.005185072310268879,0.02394269034266472,0.010194225236773491,0.07068633288145065,False,0.9296216368675232,True,0.02634119801223278
1,63,0.375,tube1,0.07670305669307709,0.07651366293430328,0.0019253609934821725,0.06950725615024567,0.03316177427768707,0.0,0.10257364064455032,0.004637992475181818,0.013066147454082966,0.01622505486011505,0.015992524102330208,0.0003711034369189292,False,0.001237737713381648,False,0.0010189686436206102
2,87,0.375,tube1,0.08573377132415771,0.08501700311899185,0.0023370222188532352,0.0813957080245018,0.04479014128446579,0.0,0.1263740062713623,0.008620111271739006,0.012057979591190815,0.014951364137232304,0.015821542590856552,0.0002091469505103305,False,0.005670271348208189,False,0.00015240423090290278
3,52,0.375,tube1,0.08991538733243942,0.08903461694717407,0.0026188683696091175,0.08481863141059875,0.04268333688378334,0.0,0.09810591489076614,0.0015399940311908722,0.003929333761334419,0.01152090821415186,0.010506688617169857,0.00021010763884987682,False,0.004518258851021528,False,0.0007590071763843298
4,84,0.375,tube1,0.08113837242126465,0.0807441845536232,0.00216603628359735,0.07553604990243912,0.03875851631164551,0.0,0.09605482220649719,0.002643093466758728,0.012915986590087414,0.016239361837506294,0.016206180676817894,0.00047936858027242124,False,0.024914229288697243,False,0.0014960052212700248
5,56,0.375,tube1,0.10172631591558456,0.10057102143764496,0.003377234563231468,0.09484867006540298,0.04336396977305412,0.0,0.12281184643507004,0.004734505899250507,0.013956725597381592,0.029007812961935997,0.02367326244711876,0.0001878011244116351,False,0.0016844695201143622,False,3.680153895402327e-05
6,91,0.375,tube1,0.1162426620721817,0.11870121210813522,0.00437392620369792,0.10713315010070801,0.04461163654923439,0.0,0.18042702972888947,0.019041555002331734,0.016353916376829147,0.06637322902679443,0.025220826268196106,0.9937281608581543,True,0.9974828362464905,True,0.024350332096219063
7,58,0.375,tube1,0.11859561502933502,0.1176571249961853,0.004478630609810352,0.11095287650823593,0.06162619963288307,0.0,0.07895068824291229,-0.007831709459424019,0.017393218353390694,0.019843464717268944,0.02290595881640911,0.00040311936754733324,False,0.07410728186368942,False,0.0061666760593652725
0,24,0.375,path1,0.08154447376728058,0.08153791725635529,0.002263702219352126,0.07736223936080933,0.043152276426553726,0.0,0.07128053903579712,-0.0015685860998928547,0.0028807823546230793,0.027376284822821617,0.010018866509199142,0.08541437983512878,False,0.9269809126853943,True,0.02534237876534462
1,63,0.375,path1,0.07667089998722076,0.07643044739961624,0.001923119998537004,0.06963451951742172,0.03347146511077881,0.0,0.10219158977270126,0.004564694128930569,0.013066147454082966,0.01785178855061531,0.01807781122624874,0.00034406056511215866,False,0.0011544808512553573,False,0.0010030713165178895
2,87,0.375,path1,0.08549386262893677,0.08476923406124115,0.002322861924767494,0.0812034010887146,0.04480699822306633,0.0,0.12567107379436493,0.008484018966555595,0.012057979591190815,0.017005261033773422,0.01857311651110649,0.00016085927200037986,False,0.004475174471735954,False,0.00013212730118539184
3,52,0.375,path1,0.0899842232465744,0.08908078074455261,0.0026167759206146,0.0848972275853157,0.042799849063158035,0.0,0.09690586477518082,0.0012935856357216835,0.01141470018774271,0.014924761839210987,0.01456366665661335,0.0001901381037896499,False,0.006205660291016102,False,0.0006676623597741127
4,84,0.375,path1,0.08066979050636292,0.08025353401899338,0.0021381310652941465,0.07517089694738388,0.0390021875500679,0.0,0.09635166078805923,0.0027760271914303303,0.01291598565876484,0.01845865324139595,0.017160847783088684,0.0005991131765767932,False,0.027859261259436607,False,0.0020798100158572197
5,56,0.375,path1,0.10177440196275711,0.10061877965927124,0.003380215959623456,0.09489185363054276,0.04337213933467865,0.0,0.1228124126791954,0.00472485926002264,0.013956725597381592,0.02882896549999714,0.023563969880342484,0.0001865156664280221,False,0.0016842142213135958,False,3.603597724577412e-05
6,91,0.375,path1,0.09640870243310928,0.09760743379592896,0.003084493102505803,0.08847591280937195,0.04006001725792885,0.0,0.1903470754623413,0.026937372982501984,0.007720945402979851,0.10405014455318451,0.035729940980672836,0.996161937713623,True,0.9978238344192505,True,0.04710879549384117
7,58,0.375,path1,0.11895272135734558,0.11800459772348404,0.004505440127104521,0.11106366664171219,0.06175306439399719,0.0,0.07879453152418137,-0.007941171526908875,0.017393218353390694,0.0192625280469656,0.020990358665585518,0.0003688835131470114,False,0.08118455111980438,False,0.006496845278888941
0,24,0.625,unchanged,0.02645745500922203,0.026456788182258606,0.00029911677120253444,0.02413519099354744,0.01425519585609436,0.0,0.025551272556185722,-4.712940426543355e-05,0.0,0.0,0.0,0.6355170607566833,True,0.9199532270431519,True,0.7466602325439453
1,63,0.625,unchanged,0.019916195422410965,0.019913488999009132,0.00015717698261141777,0.018129682168364525,0.011323370039463043,0.0,0.02756660245358944,0.0003632626903709024,0.0,0.0,0.0,0.0007846592925488949,False,0.0012598630273714662,False,0.0014228749787434936
2,87,0.625,unchanged,0.027519656345248222,0.027510998770594597,0.00031005332130007446,0.024954505264759064,0.014477238059043884,0.0,0.027552511543035507,1.8093851394951344e-06,0.0,0.0,0.0,0.0034288486931473017,False,0.008825615979731083,False,0.0038749543018639088
3,52,0.625,unchanged,0.023686427623033524,0.023679785430431366,0.00022864963102620095,0.021681882441043854,0.01359582506120205,0.0,0.023275969550013542,-1.927610719576478e-05,0.0,0.0,0.0,0.0009474097169004381,False,0.0031543506775051355,False,0.001932742539793253
4,84,0.625,unchanged,0.021908096969127655,0.021894380450248718,0.00019001946202479303,0.01981329545378685,0.011637691408395767,0.0,0.02295628748834133,4.7026434913277626e-05,0.0,0.0,0.0,0.009236509911715984,False,0.021727411076426506,False,0.019971517845988274
5,56,0.625,unchanged,0.026021678000688553,0.026011401787400246,0.00027258513728156686,0.023744666948914528,0.014578817412257195,0.0,0.0294007770717144,0.00018727796850726008,0.0,0.0,0.0,0.0005712975980713964,False,0.001006921986117959,False,0.0005794028984382749
6,91,0.625,unchanged,0.022370638325810432,0.022357357665896416,0.00020231922098901123,0.02058705873787403,0.013280104845762253,0.0,0.029301654547452927,0.0003581414930522442,0.0,0.0,0.0,0.9974852800369263,True,0.997214138507843,True,0.9960687160491943
7,58,0.625,unchanged,0.030516043305397034,0.030490700155496597,0.00037643034011125565,0.02739373780786991,0.015677517279982567,0.0,0.02226990833878517,-0.0004352800897322595,0.0,0.0,0.0,0.015313614159822464,False,0.07006541639566422,False,0.024849332869052887
0,24,0.625,root1,0.025152938440442085,0.025152726098895073,0.0002721216587815434,0.022975711151957512,0.01388697698712349,0.0,0.025025328621268272,-6.403250154107809e-06,0.012993837706744671,0.01615387201309204,0.01482090912759304,0.7495841383934021,True,0.9321077466011047,True,0.824338436126709
1,63,0.625,root1,0.01927926577627659,0.019277015700936317,0.00014907369040884078,0.017630435526371002,0.011207214556634426,0.0,0.026887714862823486,0.00035125913564115763,0.008837459608912468,0.017528200522065163,0.01856989972293377,0.0007446532254107296,False,0.0007606013095937669,False,0.0011703763157129288
2,87,0.625,root1,0.024878352880477905,0.024868659675121307,0.0002545391325838864,0.022691000252962112,0.014015888795256615,0.0,0.027284536510705948,0.00012551352847367525,0.01080275233834982,0.021315066143870354,0.0171488206833601,0.0072517176158726215,False,0.013736722059547901,False,0.007652022875845432
3,52,0.625,root1,0.023615092039108276,0.023607904091477394,0.00022726230963598937,0.021606771275401115,0.013552794232964516,0.0,0.023261532187461853,-1.657370012253523e-05,0.004731311462819576,0.0072383275255560875,0.007187496405094862,0.0015810388140380383,False,0.0042176563292741776,False,0.0026411949656903744
4,84,0.625,root1,0.021789617836475372,0.021781781688332558,0.00018891535000875592,0.019704751670360565,0.011606148444116116,0.0,0.023687684908509254,8.631899254396558e-05,0.008145608939230442,0.009846637956798077,0.00971358735114336,0.01096351258456707,False,0.015968289226293564,False,0.01693497784435749
5,56,0.625,root1,0.025656670331954956,0.025648392736911774,0.0002659073215909302,0.023399926722049713,0.014378082007169724,0.0,0.02927420102059841,0.00019871408585458994,0.011218245141208172,0.013329251669347286,0.013460691086947918,0.00046507176011800766,False,0.0007301971781998873,False,0.0004872347926720977
6,91,0.625,root1,0.02157544158399105,0.021563014015555382,0.00019070190319325775,0.019877491518855095,0.012973891571164131,0.0,0.0291883647441864,0.00038646094617433846,0.01057229284197092,0.017827121540904045,0.017003871500492096,0.9973722696304321,True,0.9968864321708679,True,0.9959378242492676
7,58,0.625,root1,0.03005773015320301,0.030040007084608078,0.00036677735624834895,0.027082927525043488,0.015660878270864487,0.0,0.022381354123353958,-0.0004025421221740544,0.01073343027383089,0.011810923926532269,0.01232824195176363,0.012275577522814274,False,0.05270776525139809,False,0.01762770116329193
0,24,0.625,root4,0.023507362231612206,0.02351641096174717,0.00023698885343037546,0.021500859409570694,0.013248395174741745,0.0,0.02464001253247261,5.453417543321848e-05,0.050762347877025604,0.05929719656705856,0.056386012583971024,0.9216477274894714,True,0.9663180708885193,True,0.9387418031692505
1,63,0.625,root4,0.019142063334584236,0.01913718692958355,0.00014708195521961898,0.017540449276566505,0.01117244828492403,0.0,0.026311932131648064,0.0003258991928305477,0.015149712562561035,0.029494144022464752,0.030841078609228134,0.0007725920295342803,False,0.0007853914867155254,False,0.0009187950636260211
2,87,0.625,root4,0.02441464737057686,0.024399863556027412,0.00024215916346292943,0.022300267592072487,0.013835703022778034,0.0,0.02789224684238434,0.00018190243281424046,0.036216605454683304,0.04700642451643944,0.043672386556863785,0.012097164988517761,False,0.031179657205939293,False,0.016920311376452446
3,52,0.625,root4,0.023558417335152626,0.023549560457468033,0.0002261616027681157,0.02155233919620514,0.013506981544196606,0.0,0.02317568100988865,-1.7886864952743053e-05,0.01859976351261139,0.020463118329644203,0.020453916862607002,0.0021759013179689646,False,0.007081995718181133,False,0.0032729252707213163
