objective,iteration,variant,k,shift_rms,state_rms,agreement_rms,write_rms,local_gap_rms,agreement_ratio,write_ratio,local_gap_ratio,conditional_drift_rms,guided_drift_rms,u_resnet_p,u_resnet_top1,u_resnet_prediction,u_convnext_p,u_convnext_top1,u_convnext_prediction,c_resnet_p,c_resnet_top1,c_resnet_prediction,c_convnext_p,c_convnext_top1,c_convnext_prediction,g_resnet_p,g_resnet_top1,g_resnet_prediction,g_convnext_p,g_convnext_top1,g_convnext_prediction,initial_agreement_rms,initial_local_gap_rms,initial_state_rms,conditional_drift_over_initial_gap,guided_drift_over_initial_gap,shift_over_initial_state_rms,reference_radius_rms,shift_over_reference_radius,coarse_relative_mse,coarse_objective_rms_ratio,fine_objective_rms_ratio,u_resnet_p_before,u_resnet_top1_before,u_convnext_p_before,u_convnext_top1_before,c_resnet_p_before,c_resnet_top1_before,c_convnext_p_before,c_convnext_top1_before,g_resnet_p_before,g_resnet_top1_before,g_convnext_p_before,g_convnext_top1_before,delta_u_resnet_p,delta_u_resnet_top1,delta_u_convnext_p,delta_u_convnext_top1,delta_c_resnet_p,delta_c_resnet_top1,delta_c_convnext_p,delta_c_convnext_top1,delta_g_resnet_p,delta_g_resnet_top1,delta_g_convnext_p,delta_g_convnext_top1,n
local,1,optimized,24.0,0.007037456187087325,0.7466955011089643,0.10620904058062781,0.11870848399121314,0.08911896132243176,0.9261792935431004,1.0314525018135707,0.8942667854328951,0.046424332630825425,0.049979858134975075,0.33448303193621226,0.3958333333333333,425.8541666666667,0.2943560575608141,0.4375,438.1041666666667,0.5554170774430816,0.7083333333333334,445.0,0.45882056679753686,0.6875,478.2916666666667,0.7319372132917957,0.8333333333333334,441.8333333333333,0.6103843108903675,0.875,499.5833333333333,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.4074110735949767,0.4431472239437828,0.009297449690086298,0.007861006173091786,0.9654646463555401,0.807168623432517,0.8942667807623224,0.8942667854328951,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.00043844506051216037,0.0,0.004032486298531997,0.0,-0.0023877239373083134,0.0,-0.006107534900062698,0.020833333333333332,-0.01892980699513676,0.020833333333333332,-0.005600380542697773,0.0625,48
local,4,optimized,24.0,0.06072387161354224,0.7464523464441299,0.07742312230402604,0.22471119556576014,0.054158705209071435,0.6957423004011313,3.0513997972011566,0.5530860827614864,0.21459270672251782,0.24351779650896788,0.3179955715884688,0.3541666666666667,418.8125,0.2810033144816468,0.4375,457.1458333333333,0.45652396833722264,0.6041666666666666,427.4583333333333,0.392061069439175,0.5833333333333334,451.1041666666667,0.5752106561020204,0.7083333333333334,435.2083333333333,0.49677901671626995,0.75,462.5,0.11646235466469079,0.10062087901557486,0.7468099308510622,2.9640054006382894,3.1104535988575344,0.0841393563067111,0.007861006173091786,8.917680704038936,0.31551919039338827,0.553086078192564,0.5530860827614864,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,-0.01604901528723131,-0.041666666666666664,-0.009320256780635342,0.0,-0.10128083304316722,-0.10416666666666667,-0.07286703225842454,-0.08333333333333333,-0.17565636418491218,-0.10416666666666667,-0.11920567471679533,-0.0625,48
local,16,optimized,24.0,0.18271975001941124,0.7441818974912167,0.06269066819610696,0.38749867491424084,0.02410619059810415,0.5238938204323252,6.2823489507039385,0.25378053449094296,0.38421049403647584,0.406262768432498,0.2812185190807668,0.375,422.6875,0.2511065964811981,0.4583333333333333,439.25,0.33689600177300844,0.3958333333333333,418.0,0.30328478393433517,0.5,449.5208333333333,0.43143527961778244,0.5416666666666666,419.5625,0.3805698243004372,0.5833333333333334,438.0208333333333,0.11646235466469079,0.10062087901557486,0.7468099308510622,6.2582939357229455,6.384570718797815,0.2541111928893662,0.007861006173091786,26.519842082344265,0.06766704879313086,0.25378053484872976,0.25378053449094296,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,-0.05282606779493334,-0.020833333333333332,-0.03921697478108399,0.020833333333333332,-0.22090879960738144,-0.3125,-0.16164331776326435,-0.16666666666666666,-0.3194317406691501,-0.2708333333333333,-0.23541486713262808,-0.22916666666666666,48
local,32,optimized,24.0,0.25868774329622585,0.7377435329059759,0.056955933396238834,0.4493602178990841,0.0157735215810438,0.47980205559482175,7.662181091805299,0.16626806184649467,0.4457537730534871,0.4648529849946499,0.22772153689796445,0.3958333333333333,406.75,0.2112770076732128,0.3541666666666667,472.3958333333333,0.2678148981004445,0.4375,419.0416666666667,0.25420450566980435,0.4166666666666667,475.3541666666667,0.35345328881860877,0.5208333333333334,405.0208333333333,0.33238356614189496,0.6041666666666666,430.6041666666667,0.11646235466469079,0.10062087901557486,0.7468099308510622,7.6391939022050375,7.750464789070754,0.3594263789663879,0.007861006173091786,37.393801002075286,0.029003745779239882,0.16626806202825886,0.16626806184649467,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,-0.10632304997773567,0.0,-0.0790465635890693,-0.08333333333333333,-0.28998990327994534,-0.2708333333333333,-0.2107235960277952,-0.25,-0.39741373146832376,-0.2916666666666667,-0.2836011252911703,-0.20833333333333334,48
local,64,cfg_equal,24.0,0.3455721127490203,0.832919123272101,0.10405650828033686,0.7248597294092178,0.15066127944737673,1.0090960077941418,11.541292652487755,1.566763497889042,0.7053284452607235,0.6576843025783697,0.33423000510720396,0.4791666666666667,511.6666666666667,0.3123180242611549,0.5,485.3541666666667,0.43547248305480935,0.5416666666666666,513.5625,0.39740264798638236,0.6666666666666666,462.0833333333333,0.5698890505421635,0.6666666666666666,427.9166666666667,0.5204099181088774,0.75,419.1458333333333,0.11646235466469079,0.10062087901557486,0.7468099308510622,11.40367799206843,10.857036532407646,0.4752557986249106,0.007861006173091786,49.80369080057955,,,1.566763497889042,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.00018541823150382739,0.08333333333333333,0.021994452998872777,0.0625,-0.12233231832558052,-0.16666666666666666,-0.06752545371121717,0.0,-0.180977969744769,-0.14583333333333334,-0.09557477332418784,-0.0625,48
local,64,optimized,24.0,0.3455721127490203,0.7328800919155279,0.05715539653707916,0.500719644750158,0.01069173308981893,0.474954592064023,8.765925213694572,0.11154970286103587,0.4986635899792115,0.5152871689448754,0.19927629259367072,0.2916666666666667,463.8125,0.20121301966689012,0.3333333333333333,432.25,0.24220952287972372,0.3125,411.0833333333333,0.2348061189022701,0.375,398.2291666666667,0.3069582436607258,0.4375,409.6666666666667,0.28341661001710844,0.5,409.1458333333333,0.11646235466469079,0.10062087901557486,0.7468099308510622,8.748746284389679,8.848452102292471,0.47525579890352354,0.007861006173091786,49.80369076088822,0.013050541684303122,0.11154970336581183,0.11154970286103587,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,-0.1347682942820294,-0.10416666666666667,-0.08911055159539198,-0.10416666666666667,-0.31559527850066615,-0.3958333333333333,-0.23012198279532944,-0.2916666666666667,-0.4439087766262067,-0.375,-0.33256808141595684,-0.3125,48
local,64,radius4_projected,24.0,0.03144402429461479,0.7389409889777502,0.09999999545592193,0.13393667328637093,0.08479506933751206,0.8974948264658451,1.3110722278555234,0.8676870986819267,0.08267620430948834,0.09402756563698252,0.3281286320341848,0.3541666666666667,397.9375,0.28986928521415695,0.4166666666666667,439.8333333333333,0.5471966430172112,0.7083333333333334,434.7708333333333,0.4591794186065575,0.6875,473.2916666666667,0.7014791033404512,0.8125,441.125,0.5997393374733898,0.8541666666666666,488.5208333333333,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.8995390365834606,0.9652908052165067,0.041967299757141176,0.007861006173091786,3.9999999743678507,,,0.8676870986819267,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,-0.005915954841515303,-0.041666666666666664,-0.00045428604812514095,-0.020833333333333332,-0.010608158363178669,0.0,-0.0057486830910420395,0.020833333333333332,-0.049387916946481404,0.0,-0.016245353959675413,0.041666666666666664,48
local,64,radius_projected,24.0,0.007861006093056252,0.7447099002699057,0.11264770819495122,0.11624275481638809,0.09666922269389033,0.9736418810983499,1.0125813434521358,0.9662037740151087,0.02163130291349565,0.024627836430833366,0.3343956798408918,0.375,425.3958333333333,0.29085845785743913,0.4583333333333333,448.6041666666667,0.5637564158386871,0.7083333333333334,451.0625,0.45902539278267795,0.6666666666666666,476.4375,0.7360597566010559,0.8125,441.625,0.6144128623175978,0.875,508.375,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.23108148666768016,0.24837849486248362,0.010491824996533228,0.007861006173091786,0.9999999970360837,,,0.9662037740151087,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.00035109296519168315,-0.020833333333333332,0.0005348865951570284,0.020833333333333332,0.005951614458297172,0.0,-0.00590270891492158,0.0,-0.014807263685876629,0.0,-0.0015718291154674564,0.0625,48
write,0,optimized,24.0,0.0,0.7468099308510622,0.11646235466469079,0.11646235466469079,0.10062087901557486,1.0,1.0,1.0,0.0,0.0,0.3340445868757001,0.3958333333333333,436.5833333333333,0.2903235712622821,0.4375,434.5833333333333,0.5578048013803899,0.7083333333333334,454.1041666666667,0.4649281016975995,0.6666666666666666,466.2708333333333,0.7508670202869325,0.8125,432.9375,0.6159846914330652,0.8125,519.4375,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.0,0.0,0.0,0.007861006173091786,0.0,1.0,1.0,1.0,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
write,1,optimized,24.0,0.001310057166392653,0.7468151735762755,0.11376802596108367,0.10879256397796173,0.10015638521872461,0.9785772574444612,0.9078487319250902,0.9955436935027441,0.010455504004615554,0.009140101708908333,0.33947606350261045,0.4166666666666667,445.625,0.2923171316204692,0.4166666666666667,457.125,0.5650701415824623,0.7083333333333334,454.1041666666667,0.47497529826281,0.7083333333333334,480.0208333333333,0.7580415869333592,0.8125,429.7708333333333,0.6185844532058885,0.8333333333333334,519.75,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.1450426593815269,0.12250060851457478,0.0018170224808454942,0.007861006173091786,0.19363878404027682,0.8294683359563351,0.9083146023682637,0.9078487319250902,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.00543147662691031,0.020833333333333332,0.0019935603581870964,-0.020833333333333332,0.007265340202072442,0.0,0.01004719656521047,0.041666666666666664,0.007174566646426683,0.0,0.0025997617728232094,0.020833333333333332,48
write,4,optimized,24.0,0.010187479352074055,0.7467861957848072,0.09821310099990417,0.07065558293834329,0.09747932222671807,0.8921427515645822,0.5511824252704779,0.974787370612224,0.0617674316939277,0.046880258344269045,0.3950378124937964,0.5208333333333334,434.2916666666667,0.34126827402504506,0.4791666666666667,506.9375,0.5995941223987794,0.75,450.0416666666667,0.5260429543180484,0.75,489.0416666666667,0.7908355863605342,0.8541666666666666,438.2708333333333,0.6313171106206331,0.875,488.375,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.6711239172147074,0.5552438580619307,0.01367517772567741,0.007861006173091786,1.369159165015188,0.3171898992732167,0.5516899602418751,0.5511824252704779,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.06099322561809628,0.125,0.05094470276276297,0.041666666666666664,0.04178932101838958,0.041666666666666664,0.0611148526204488,0.08333333333333333,0.03996856607360163,0.041666666666666664,0.015332419187567817,0.0625,48
write,16,optimized,24.0,0.020946384795630973,0.7469578559199969,0.09322075411910191,0.03203396300765841,0.09993774987136324,0.8859777934849262,0.21731506086265048,0.9918546192348003,0.08396811521379277,0.06550189967189605,0.5126127057302577,0.6875,460.1666666666667,0.4203232930141591,0.625,491.9166666666667,0.6598121484984176,0.7708333333333334,454.4791666666667,0.5706087883245345,0.8125,481.0,0.7946631358393764,0.8541666666666666,426.9375,0.6395369188782448,0.9166666666666666,459.4791666666667,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.8439098548829259,0.7309226679614796,0.02797302978468739,0.007861006173091786,2.7630837302295084,0.05270925820514094,0.21090630762681484,0.21731506086265048,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.17856811885455767,0.2916666666666667,0.129999721751877,0.1875,0.10200734711802777,0.0625,0.10568068662693501,0.14583333333333334,0.04379611555244386,0.041666666666666664,0.023552227445179597,0.10416666666666667,48
write,32,optimized,24.0,0.025891101666881394,0.747075063486894,0.09507663260834913,0.01879968059559663,0.10277570271864533,0.9003735681374868,0.12350356408084433,1.0112337519725163,0.09321296125805627,0.07152505135551716,0.5365722196649946,0.6875,454.2916666666667,0.4442961931748262,0.6458333333333334,491.875,0.6854068028230813,0.8125,444.3958333333333,0.5845543109844584,0.8125,487.25,0.8060794378052378,0.8541666666666666,415.0833333333333,0.6471494099435707,0.8958333333333334,471.1666666666667,0.11646235466469079,0.10062087901557486,0.7468099308510622,0.8891781382191323,0.7722321995199501,0.03435419872228632,0.007861006173091786,3.3985881256725605,0.015567817382058516,0.11228965834162065,0.12350356408084433,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.20252763278929442,0.2916666666666667,0.15397262191254413,0.20833333333333334,0.12760200144269143,0.10416666666666667,0.1196262092868589,0.14583333333333334,0.0552124175183053,0.041666666666666664,0.031164718510505434,0.08333333333333333,48
write,64,cfg_equal,24.0,0.030499380353527766,0.7480603257815043,0.10407306050183252,0.1271197055466473,0.09452623105607927,0.9362468558053175,1.1206063069403172,0.9413852070768675,0.1415138232987374,0.12793717758419612,0.46944993083005687,0.5416666666666666,398.6458333333333,0.4024102186962561,0.5625,460.875,0.6971905080062774,0.8125,432.25,0.565613511547781,0.7916666666666666,459.1875,0.8244594891463445,0.8541666666666666,427.7708333333333,0.6416492401622236,0.875,450.0833333333333,0.11646235466469079,0.10062087901557486,0.7468099308510622,1.414871785494759,1.3088617398875613,0.040222923335294584,0.007861006173091786,3.9970211129192594,,,1.1206063069403172,0.3340445868757001,0.3958333333333333,0.2903235712622821,0.4375,0.5578048013803899,0.7083333333333334,0.4649281016975995,0.6666666666666666,0.7508670202869325,0.8125,0.6159846914330652,0.8125,0.13540534395435677,0.14583333333333334,0.11208664743397397,0.125,0.13938570662588745,0.10416666666666667,0.10068540985018141,0.125,0.073592468859412,0.041666666666666664,0.025664548729158316,0.0625,48
