review_id,severity,global_blur,local_blur,soft_fusion_or_melting,discrete_duplication_or_extra_part,detachment_or_floating_part,topology_or_attachment_error,limb_or_object_misalignment,texture_break,other,none
1_3ab246f08ae1cb9bd50e,0,0,0,0,0,0,0,0,0,0,1
1_4170599754090dd11d48,0,0,0,0,0,0,0,0,0,0,1
1_5a14428786efea702102,0,0,0,0,0,0,0,0,0,0,1
1_d38e307078f530c935a8,0,0,0,0,0,0,0,0,0,0,1
1_5cda2d3cd8a023ae6b73,0,0,0,0,0,0,0,0,0,0,1
1_ef88eafa3df913ac35b9,0,0,0,0,0,0,0,0,0,0,1
1_92fb8d0b87b031063235,0,0,0,0,0,0,0,0,0,0,1
1_586530d928bdc71e48a6,2,1,0,0,0,0,0,0,0,0,0
1_095c99fd41f91bf5ebaa,0,0,0,0,0,0,0,0,0,0,1
1_8e1c016321bde39d4cd8,0,0,0,0,0,0,0,0,0,0,1
1_ee91f2edcbb895fcbeb3,0,0,0,0,0,0,0,0,0,0,1
1_4952b9a3fd1b0e97d47a,0,0,0,0,0,0,0,0,0,0,1
1_6e1ba7f45d4ac7c3f9e1,0,0,0,0,0,0,0,0,0,0,1
1_5f3c2ceda016bf5bfc74,0,0,0,0,0,0,0,0,0,0,1
1_66a3d75f5abf47402840,0,0,0,0,0,0,0,0,0,0,1
1_53ecb1bed1d1aa739e5b,0,0,0,0,0,0,0,0,0,0,1
1_7932af9af266d3cceb8d,0,0,0,0,0,0,0,0,0,0,1
1_48266c69649baec547b4,0,0,0,0,0,0,0,0,0,0,1
1_a65ceab0a68fc915e6c4,0,0,0,0,0,0,0,0,0,0,1
1_180c51c914750fdf46f0,0,0,0,0,0,0,0,0,0,0,1
1_738779147df65cb9c9a9,0,0,0,0,0,0,0,0,0,0,1
1_44e1f7a9d2785c9f1a95,0,0,0,0,0,0,0,0,0,0,1
1_df03950f9b09f572a0cb,0,0,0,0,0,0,0,0,0,0,1
1_4d8a3a16ab1b04e190f2,0,0,0,0,0,0,0,0,0,0,1
1_d0ae8ce7230d608cdb82,0,0,0,0,0,0,0,0,0,0,1
1_e81beaf7b629c89af78f,0,0,0,0,0,0,0,0,0,0,1
1_2e24a09478187cda3985,0,0,0,0,0,0,0,0,0,0,1
1_0b3ecdb58d6ca883789e,0,0,0,0,0,0,0,0,0,0,1
1_34204ad26b80d5e8cde9,0,0,0,0,0,0,0,0,0,0,1
1_ec72499288bd7968e40c,0,0,0,0,0,0,0,0,0,0,1
1_d5325b4f914a35630da9,0,0,0,0,0,0,0,0,0,0,1
1_fffcd52644da5c9e4f66,0,0,0,0,0,0,0,0,0,0,1
1_91804b8dd5d08b0478e3,0,0,0,0,0,0,0,0,0,0,1
1_91efe05f906dba34f482,0,0,0,0,0,0,0,0,0,0,1
1_e3d7ea11c61bae24865e,0,0,0,0,0,0,0,0,0,0,1
1_90b39553249c682a9930,0,0,0,0,0,0,0,0,0,0,1
1_d8841bea8593bc773f1d,0,0,0,0,0,0,0,0,0,0,1
1_c1106d61d9b768c87e3f,0,0,0,0,0,0,0,0,0,0,1
1_75c52de062f8d6fec185,0,0,0,0,0,0,0,0,0,0,1
1_0c3b2a70edfa192f1748,0,0,0,0,0,0,0,0,0,0,1
1_fa01b7ca102e117fc6e4,0,0,0,0,0,0,0,0,0,0,1
1_1db4ea57e286988cb5d8,0,0,0,0,0,0,0,0,0,0,1
1_cda5ecf1406cb30cecfd,0,0,0,0,0,0,0,0,0,0,1
1_12813d944f4d5da80fac,0,0,0,0,0,0,0,0,0,0,1
1_46c5984acdce15e99b0c,0,0,0,0,0,0,0,0,0,0,1
1_abeb3c0ba2a562c02e2f,0,0,0,0,0,0,0,0,0,0,1
1_7d7aadde8a2333e61014,0,0,0,0,0,0,0,0,0,0,1
1_432d29058462ceb123a4,0,0,0,0,0,0,0,0,0,0,1
1_88a352e3d69a9c92e7bd,0,0,0,0,0,0,0,0,0,0,1
1_1153a619a72e6221d6b5,0,0,0,0,0,0,0,0,0,0,1
1_ded174cfd6643cd07391,0,0,0,0,0,0,0,0,0,0,1
1_24f921c6cca9b1e1397a,0,0,0,0,0,0,0,0,0,0,1
1_cc7fcc7215632f20c109,0,0,0,0,0,0,0,0,0,0,1
1_2450ac7d6ed92063dc83,0,0,0,0,0,0,0,0,0,0,1
1_3b098448c401ff0ed849,0,0,0,0,0,0,0,0,0,0,1
1_c02e0c25a796f1d5bcba,0,0,0,0,0,0,0,0,0,0,1
1_9725473aa46f3c516cd6,1,0,0,0,0,0,0,0,1,0,0
1_41b3b75d9f9cb3310fee,0,0,0,0,0,0,0,0,0,0,1
1_024c3182c956274e6148,0,0,0,0,0,0,0,0,0,0,1
1_00453ccad9dcedd01f74,0,0,0,0,0,0,0,0,0,0,1
1_c32958e15cff742ee434,0,0,0,0,0,0,0,0,0,0,1
1_bdf6779e24bb15e6f5e4,0,0,0,0,0,0,0,0,0,0,1
1_9404eda3f92cb6654965,0,0,0,0,0,0,0,0,0,0,1
1_f36841c44a43f8513ee9,0,0,0,0,0,0,0,0,0,0,1
1_17b85610310904c85c1d,0,0,0,0,0,0,0,0,0,0,1
1_e1468670affa4eac5524,0,0,0,0,0,0,0,0,0,0,1
1_fe6d0b488beebc86c979,0,0,0,0,0,0,0,0,0,0,1
1_adc9c96beb2e3c67bc89,0,0,0,0,0,0,0,0,0,0,1
1_707f8662455d31904820,0,0,0,0,0,0,0,0,0,0,1
1_b89973c3a72527feb4e4,0,0,0,0,0,0,0,0,0,0,1
1_d2b6ad628c505ed4048c,0,0,0,0,0,0,0,0,0,0,1
1_82a88a2a9e347a794eb8,0,0,0,0,0,0,0,0,0,0,1
1_8b72af4b8305805623e5,0,0,0,0,0,0,0,0,0,0,1
1_6442d527f883710ac534,0,0,0,0,0,0,0,0,0,0,1
1_be441b1dea48f59fff13,0,0,0,0,0,0,0,0,0,0,1
1_d91ecf4146f0d50cab20,0,0,0,0,0,0,0,0,0,0,1
1_a0f338b1c354be34a1cf,0,0,0,0,0,0,0,0,0,0,1
1_afc9591147f78849705b,0,0,0,0,0,0,0,0,0,0,1
1_443d43329a53e204dba8,0,0,0,0,0,0,0,0,0,0,1
1_836f1e4560fa51023049,0,0,0,0,0,0,0,0,0,0,1
1_a4bb0f2d60daea23c0c0,0,0,0,0,0,0,0,0,0,0,1
1_81c22deabed9c0743eac,0,0,0,0,0,0,0,0,0,0,1
1_042a779c771b45460c57,0,0,0,0,0,0,0,0,0,0,1
1_8a6557af366d6c468324,0,0,0,0,0,0,0,0,0,0,1
1_91770f8c12d6c0fe1af5,0,0,0,0,0,0,0,0,0,0,1
1_7a22824154eee5bde97b,0,0,0,0,0,0,0,0,0,0,1
1_939ee0de06c12c546870,0,0,0,0,0,0,0,0,0,0,1
1_9a1342f8741ac1ec7326,0,0,0,0,0,0,0,0,0,0,1
1_f267a214601598e89e5b,0,0,0,0,0,0,0,0,0,0,1
1_251ed579095475f42719,0,0,0,0,0,0,0,0,0,0,1
1_8e35109031045c367ae0,0,0,0,0,0,0,0,0,0,0,1
1_36630350eb7707993e20,0,0,0,0,0,0,0,0,0,0,1
1_61f13d97189567a38ce0,1,0,0,0,0,0,0,0,1,0,0
1_34fe4301a42b44a6263d,0,0,0,0,0,0,0,0,0,0,1
1_9c7f649db95ed82dddc7,0,0,0,0,0,0,0,0,0,0,1
1_6f39b4de21c7ee8c55b3,2,1,0,0,0,0,0,0,0,0,0
1_a6b0b5dfa953b1f81cfd,0,0,0,0,0,0,0,0,0,0,1
1_9ea7745943bf868c6cc7,0,0,0,0,0,0,0,0,0,0,1
1_02147744e5649536874b,0,0,0,0,0,0,0,0,0,0,1
1_a290d826620ad4960416,0,0,0,0,0,0,0,0,0,0,1
1_e626285c6d52518136b4,0,0,0,0,0,0,0,0,0,0,1
1_2cf3800812a35a09ecc2,0,0,0,0,0,0,0,0,0,0,1
1_ac8194143d9035f0c67e,0,0,0,0,0,0,0,0,0,0,1
1_8e427da502d44520e3f1,0,0,0,0,0,0,0,0,0,0,1
1_0364b21a8d207a653460,2,1,0,0,0,0,0,0,0,0,0
1_1d448a9b8f07df025886,0,0,0,0,0,0,0,0,0,0,1
1_81ec2fff540da6e64a86,0,0,0,0,0,0,0,0,0,0,1
1_bade54700c3bb5839e9a,0,0,0,0,0,0,0,0,0,0,1
1_21cba6ad02e1504a242d,0,0,0,0,0,0,0,0,0,0,1
1_9a0f8b8f60f979ff99ab,0,0,0,0,0,0,0,0,0,0,1
1_526833024396f87245e1,1,1,0,0,0,0,0,0,0,0,0
1_70ab3da93a0bdf005dc5,0,0,0,0,0,0,0,0,0,0,1
1_1ca4a11294897cf3d04e,0,0,0,0,0,0,0,0,0,0,1
1_eae82f992a4de2a86649,0,0,0,0,0,0,0,0,0,0,1
1_8ab78a44f2cf048d0bcc,0,0,0,0,0,0,0,0,0,0,1
1_cf5dcc66cfc7214fd116,0,0,0,0,0,0,0,0,0,0,1
1_2cf712216e1f8bdf6c63,0,0,0,0,0,0,0,0,0,0,1
1_6ba0174cb6bde7ca3d9b,0,0,0,0,0,0,0,0,0,0,1
1_7c7cb973f64341eabd23,0,0,0,0,0,0,0,0,0,0,1
1_5e6ee1426bc408c4898c,0,0,0,0,0,0,0,0,0,0,1
1_16c400a50b285be61159,0,0,0,0,0,0,0,0,0,0,1
1_2196eccc59c0b61bc11d,0,0,0,0,0,0,0,0,0,0,1
1_e4e12ee203ee8e96bbe2,2,1,0,0,0,0,0,0,0,0,0
1_7bdc6e360f071ec9c190,0,0,0,0,0,0,0,0,0,0,1
1_0990eaaeb019347aba54,1,1,0,0,0,0,0,0,0,0,0
1_b0b5676e7e28ad04fdf7,2,0,0,1,0,0,0,0,1,0,0
1_d9bd994b8ba13f21bcce,0,0,0,0,0,0,0,0,0,0,1
1_ec4fc1e09d0816a3483f,1,1,0,0,0,0,0,0,0,0,0
1_d6bb41a47e4eabc5feff,0,0,0,0,0,0,0,0,0,0,1
1_f049a0bc500625b89764,0,0,0,0,0,0,0,0,0,0,1
1_875fdb048988bd0e14bd,0,0,0,0,0,0,0,0,0,0,1
1_e5773797c5cfb43c67ac,0,0,0,0,0,0,0,0,0,0,1
1_5a17ce997ce00941580c,0,0,0,0,0,0,0,0,0,0,1
1_46f115a036090ce551f1,0,0,0,0,0,0,0,0,0,0,1
1_cfa2e262f2d31a10bfb7,0,0,0,0,0,0,0,0,0,0,1
1_fe754098b714f7bf5b86,1,1,0,0,0,0,0,0,0,0,0
1_a4f7a55672fecb9678cc,0,0,0,0,0,0,0,0,0,0,1
1_7d688c420dfac0bddca1,0,0,0,0,0,0,0,0,0,0,1
1_b023f3dd2e29602143ad,0,0,0,0,0,0,0,0,0,0,1
1_eecc9e3fe7c3cbd72ad6,0,0,0,0,0,0,0,0,0,0,1
1_cdc1499ee37909abfd80,2,1,0,0,0,0,0,0,0,0,0
1_66bc0563a7b708e82440,0,0,0,0,0,0,0,0,0,0,1
1_def537aac8b419efa662,0,0,0,0,0,0,0,0,0,0,1
1_17cb65255bf3b084ebea,0,0,0,0,0,0,0,0,0,0,1
1_76944bcc5de22c9121b2,1,1,0,0,0,0,0,0,0,0,0
1_9f210eb827cb7617dae4,0,0,0,0,0,0,0,0,0,0,1
1_ca448e2f59867a4d9c60,0,0,0,0,0,0,0,0,0,0,1
1_6dcfd9bdd9adbcaa231b,0,0,0,0,0,0,0,0,0,0,1
1_e60e2af21e497a4633d4,2,1,0,0,0,0,0,0,0,0,0
1_a4f37083eeecf2edf55e,0,0,0,0,0,0,0,0,0,0,1
1_f4a1bda736ae663118cb,0,0,0,0,0,0,0,0,0,0,1
1_ccd9f0c92bc62bb7fb05,0,0,0,0,0,0,0,0,0,0,1
1_6b3bd8b8bef82e4c8a0f,0,0,0,0,0,0,0,0,0,0,1
1_0a3f362a45f7ab0d6372,0,0,0,0,0,0,0,0,0,0,1
1_80fac6e954f589da5d2e,2,0,0,0,0,0,0,0,1,0,0
1_830d89a9c8ae0d64f80f,2,0,0,1,1,0,1,0,0,0,0
1_cc41c08164419ba42a3b,0,0,0,0,0,0,0,0,0,0,1
1_2324afa1be3d5e9a0c03,0,0,0,0,0,0,0,0,0,0,1
1_d20a67fb468f3eaa9837,0,0,0,0,0,0,0,0,0,0,1
1_05f2e544967a7ce86a60,0,0,0,0,0,0,0,0,0,0,1
1_0736139909a7b1b844ac,0,0,0,0,0,0,0,0,0,0,1
1_966086f0d664a7e79c12,0,0,0,0,0,0,0,0,0,0,1
1_8acb7fda01162cf478b8,0,0,0,0,0,0,0,0,0,0,1
1_e0b814fc5b3abb51cf4d,0,0,0,0,0,0,0,0,0,0,1
1_b99a9708fe806c8cf839,0,0,0,0,0,0,0,0,0,0,1
1_266ce42da621d29d7dd1,0,0,0,0,0,0,0,0,0,0,1
1_c3a6ca27d2790419f3d8,0,0,0,0,0,0,0,0,0,0,1
1_7e0373b55092583fc0d7,0,0,0,0,0,0,0,0,0,0,1
1_fce6b9756002c7f1cd2b,2,1,0,0,0,0,0,0,0,0,0
1_247a05a9d150bd98f40a,1,0,0,1,0,0,0,0,0,0,0
1_2f5cb1ee62f2c393c604,0,0,0,0,0,0,0,0,0,0,1
1_bb32a2b00a6e8d8f762e,0,0,0,0,0,0,0,0,0,0,1
1_1b21460f8b8f9b31bb43,0,0,0,0,0,0,0,0,0,0,1
1_638f100eaef1a175b0c4,0,0,0,0,0,0,0,0,0,0,1
1_8d241fe6bc60d9749540,0,0,0,0,0,0,0,0,0,0,1
1_6cccc487d46bcb0df686,0,0,0,0,0,0,0,0,0,0,1
1_3a7b972f521de58090d0,0,0,0,0,0,0,0,0,0,0,1
1_4d9e779d381b411016b9,2,1,0,0,0,0,0,0,0,0,0
1_651a889096aac32ba2ef,2,1,0,0,0,0,0,0,0,0,0
1_35c8a2fc4d9e9bd18321,2,0,0,0,0,0,0,0,1,0,0
1_dada108c7adc271cfd6a,0,0,0,0,0,0,0,0,0,0,1
1_130868e559ea3f228c09,0,0,0,0,0,0,0,0,0,0,1
1_ec707f0cafad7beb5f29,0,0,0,0,0,0,0,0,0,0,1
1_c621e4c04d85db09431e,0,0,0,0,0,0,0,0,0,0,1
1_d6d3664caec99a84d8db,0,0,0,0,0,0,0,0,0,0,1
1_216e92d044f96671d295,0,0,0,0,0,0,0,0,0,0,1
1_5d372aa6e5288ab170a6,0,0,0,0,0,0,0,0,0,0,1
1_51ce2579ae27ce4f232f,0,0,0,0,0,0,0,0,0,0,1
1_48b8bf387089a60abf1a,0,0,0,0,0,0,0,0,0,0,1
1_5bc6757c23e16b2cf0f4,1,1,0,0,0,0,0,0,0,0,0
1_dfbbcdb6bea3778d443c,0,0,0,0,0,0,0,0,0,0,1
1_f51ee58bfefa05d14011,0,0,0,0,0,0,0,0,0,0,1
1_467c7b7645ea262579ff,0,0,0,0,0,0,0,0,0,0,1
1_caefd27af66e7ba72c3b,0,0,0,0,0,0,0,0,0,0,1
1_8440cad23b30bf1736de,1,0,1,0,0,0,0,0,0,0,0
1_75eda0f277e75eef2d19,0,0,0,0,0,0,0,0,0,0,1
1_624047c5ee9d61c4cceb,0,0,0,0,0,0,0,0,0,0,1
1_fefe729e1e1a2a437805,0,0,0,0,0,0,0,0,0,0,1
1_23519f51fe6c4fc63819,0,0,0,0,0,0,0,0,0,0,1
1_c15ebbfe4f05869ca5dc,0,0,0,0,0,0,0,0,0,0,1
