sample_index,global_seed,class_slot,class_id,final_severity,blur_component_consensus,discrete_structure_component_consensus
433,394,1,602,clean_good,false,false
434,394,2,795,clean_good,false,false
435,395,0,207,clean_good,false,false
436,395,1,602,clean_good,false,false
437,395,2,795,clean_good,false,false
438,396,0,207,clean_good,false,false
439,396,1,602,clean_good,false,false
440,396,2,795,clean_good,false,false
441,397,0,207,clean_good,false,false
442,397,1,602,clean_good,false,false
443,397,2,795,clean_good,false,false
444,398,0,207,clean_good,false,false
445,398,1,602,clean_good,false,false
446,398,2,795,clean_good,false,false
447,399,0,207,clean_good,false,false
448,399,1,602,clean_good,false,false
449,399,2,795,clean_good,false,false
450,400,0,207,clean_good,false,false
451,400,1,602,clean_good,false,false
452,400,2,795,clean_good,false,false
453,401,0,207,clean_good,false,false
454,401,1,602,clean_good,false,false
455,401,2,795,clean_good,false,false
456,402,0,207,clean_good,false,false
457,402,1,602,clean_good,false,false
458,402,2,795,clean_good,false,false
459,403,0,207,clean_good,false,false
460,403,1,602,clean_good,false,false
461,403,2,795,clean_good,false,false
462,404,0,207,clean_good,false,false
463,404,1,602,clean_good,false,false
464,404,2,795,clean_good,false,false
465,405,0,207,clean_good,false,false
466,405,1,602,clean_good,false,false
467,405,2,795,clean_good,false,false
468,406,0,207,clean_good,false,false
469,406,1,602,clean_good,false,false
470,406,2,795,clean_good,false,false
471,407,0,207,clean_good,false,false
472,407,1,602,clean_good,false,false
473,407,2,795,clean_good,false,false
474,408,0,207,clean_good,false,false
475,408,1,602,clean_good,false,false
476,408,2,795,clean_good,false,false
477,409,0,207,clean_good,false,false
478,409,1,602,clean_good,false,false
479,409,2,795,clean_good,false,false
480,410,0,207,clean_good,false,false
481,410,1,602,clean_good,false,false
482,410,2,795,clean_good,false,false
483,411,0,207,clean_good,false,false
484,411,1,602,clean_good,false,false
485,411,2,795,clean_good,false,false
486,412,0,207,clean_good,false,false
487,412,1,602,clean_good,false,false
488,412,2,795,clean_good,false,false
489,413,0,207,clean_good,false,false
490,413,1,602,clean_good,false,false
491,413,2,795,clean_good,false,false
492,414,0,207,mild_or_disputed,true,false
493,414,1,602,clean_good,false,false
494,414,2,795,clean_good,false,false
495,415,0,207,clean_good,false,false
496,415,1,602,clean_good,false,false
497,415,2,795,clean_good,false,false
498,416,0,207,clean_good,false,false
499,416,1,602,clean_good,false,false
500,416,2,795,clean_good,false,false
501,417,0,207,mild_or_disputed,false,false
502,417,1,602,clean_good,false,false
503,417,2,795,clean_good,false,false
504,418,0,207,clean_good,false,false
505,418,1,602,clean_good,false,false
506,418,2,795,clean_good,false,false
507,419,0,207,clean_good,false,false
508,419,1,602,clean_good,false,false
509,419,2,795,clean_good,false,false
510,420,0,207,clean_good,false,false
511,420,1,602,clean_good,false,false
512,420,2,795,clean_good,false,false
513,421,0,207,clean_good,false,false
514,421,1,602,clean_good,false,false
515,421,2,795,clean_good,false,false
516,422,0,207,clean_good,false,false
517,422,1,602,clean_good,false,false
518,422,2,795,clean_good,false,false
519,423,0,207,clean_good,false,false
520,423,1,602,clean_good,false,false
521,423,2,795,clean_good,false,false
522,424,0,207,clean_good,false,false
523,424,1,602,clean_good,false,false
524,424,2,795,clean_good,false,false
525,425,0,207,clean_good,false,false
526,425,1,602,clean_good,false,false
527,425,2,795,clean_good,false,false
528,426,0,207,clean_good,false,false
529,426,1,602,clean_good,false,false
530,426,2,795,clean_good,false,false
531,427,0,207,clean_good,false,false
532,427,1,602,clean_good,false,false
533,427,2,795,clean_good,false,false
534,428,0,207,clean_good,false,false
535,428,1,602,clean_good,false,false
536,428,2,795,clean_good,false,false
537,429,0,207,clean_good,false,false
538,429,1,602,clean_good,false,false
539,429,2,795,clean_good,false,false
540,430,0,207,clean_good,false,false
541,430,1,602,clean_good,false,false
542,430,2,795,clean_good,false,false
543,431,0,207,clean_good,false,false
544,431,1,602,clean_good,false,false
545,431,2,795,clean_good,false,false
546,432,0,207,clean_good,false,false
547,432,1,602,clean_good,false,false
548,432,2,795,clean_good,false,false
549,433,0,207,clean_good,false,false
550,433,1,602,clean_good,false,false
551,433,2,795,clean_good,false,false
552,434,0,207,clean_good,false,false
553,434,1,602,clean_good,false,false
554,434,2,795,clean_good,false,false
555,435,0,207,clean_good,false,false
556,435,1,602,clean_good,false,false
557,435,2,795,clean_good,false,false
558,436,0,207,clean_good,false,false
559,436,1,602,clean_good,false,false
560,436,2,795,clean_good,false,false
561,437,0,207,clean_good,false,false
562,437,1,602,clean_good,false,false
563,437,2,795,clean_good,false,false
564,438,0,207,clean_good,false,false
565,438,1,602,clean_good,false,false
566,438,2,795,clean_good,false,false
567,439,0,207,clean_good,false,false
568,439,1,602,clean_good,false,false
569,439,2,795,clean_good,false,false
570,440,0,207,clean_good,false,false
571,440,1,602,clean_good,false,false
572,440,2,795,clean_good,false,false
573,441,0,207,clean_good,false,false
574,441,1,602,clean_good,false,false
575,441,2,795,clean_good,false,false
576,442,0,207,clean_good,false,false
577,442,1,602,clean_good,false,false
578,442,2,795,clean_good,false,false
579,443,0,207,clean_good,false,false
580,443,1,602,clean_good,false,false
581,443,2,795,clean_good,false,false
582,444,0,207,clean_good,false,false
583,444,1,602,clean_good,false,false
584,444,2,795,clean_good,false,false
585,445,0,207,clean_good,false,false
586,445,1,602,clean_good,false,false
587,445,2,795,clean_good,false,false
588,446,0,207,clean_good,false,false
589,446,1,602,clean_good,false,false
590,446,2,795,clean_good,false,false
591,447,0,207,clean_good,false,false
592,447,1,602,clean_good,false,false
593,447,2,795,clean_good,false,false
594,448,0,207,clean_good,false,false
595,448,1,602,clean_good,false,false
596,448,2,795,clean_good,false,false
597,449,0,207,clean_good,false,false
598,449,1,602,clean_good,false,false
599,449,2,795,clean_good,false,false
600,450,0,207,clean_good,false,false
601,450,1,602,clean_good,false,false
602,450,2,795,clean_good,false,false
603,451,0,207,clean_good,false,false
604,451,1,602,clean_good,false,false
605,451,2,795,clean_good,false,false
606,452,0,207,clean_good,false,false
607,452,1,602,clean_good,false,false
608,452,2,795,clean_good,false,false
609,453,0,207,clean_good,false,false
610,453,1,602,clean_good,false,false
611,453,2,795,clean_good,false,false
612,454,0,207,clean_good,false,false
613,454,1,602,clean_good,false,false
614,454,2,795,clean_good,false,false
615,455,0,207,clean_good,false,false
616,455,1,602,clean_good,false,false
617,455,2,795,clean_good,false,false
618,456,0,207,clean_good,false,false
619,456,1,602,clean_good,false,false
620,456,2,795,clean_good,false,false
621,457,0,207,clean_good,false,false
622,457,1,602,clean_good,false,false
623,457,2,795,clean_good,false,false
624,458,0,207,clean_good,false,false
625,458,1,602,clean_good,false,false
626,458,2,795,clean_good,false,false
627,459,0,207,clean_good,false,false
628,459,1,602,clean_good,false,false
629,459,2,795,clean_good,false,false
630,460,0,207,clean_good,false,false
631,460,1,602,clean_good,false,false
632,460,2,795,clean_good,false,false
633,461,0,207,clean_good,false,false
634,461,1,602,clean_good,false,false
635,461,2,795,clean_good,false,false
636,462,0,207,clean_good,false,false
637,462,1,602,clean_good,false,false
638,462,2,795,clean_good,false,false
639,463,0,207,clean_good,false,false
640,463,1,602,clean_good,false,false
641,463,2,795,clean_good,false,false
642,464,0,207,clean_good,false,false
643,464,1,602,clean_good,false,false
644,464,2,795,clean_good,false,false
645,465,0,207,clean_good,false,false
646,465,1,602,clean_good,false,false
647,465,2,795,clean_good,false,false
648,466,0,207,clean_good,false,false
649,466,1,602,clean_good,false,false
650,466,2,795,clean_good,false,false
651,467,0,207,clean_good,false,false
652,467,1,602,clean_good,false,false
653,467,2,795,clean_good,false,false
654,468,0,207,clean_good,false,false
655,468,1,602,clean_good,false,false
656,468,2,795,clean_good,false,false
657,469,0,207,clean_good,false,false
658,469,1,602,clean_good,false,false
659,469,2,795,clean_good,false,false
660,470,0,207,clean_good,false,false
661,470,1,602,clean_good,false,false
662,470,2,795,clean_good,false,false
663,471,0,207,clean_good,false,false
664,471,1,602,clean_good,false,false
665,471,2,795,clean_good,false,false
666,472,0,207,clean_good,false,false
667,472,1,602,clean_good,false,false
668,472,2,795,clean_good,false,false
669,473,0,207,clean_good,false,false
670,473,1,602,clean_good,false,false
671,473,2,795,clean_good,false,false
672,474,0,207,clean_good,false,false
673,474,1,602,clean_good,false,false
674,474,2,795,clean_good,false,false
675,475,0,207,clean_good,false,false
676,475,1,602,clean_good,false,false
677,475,2,795,clean_good,false,false
678,476,0,207,clean_good,false,false
679,476,1,602,clean_good,false,false
680,476,2,795,clean_good,false,false
681,477,0,207,clean_good,false,false
682,477,1,602,clean_good,false,false
683,477,2,795,clean_good,false,false
684,478,0,207,clean_good,false,false
685,478,1,602,clean_good,false,false
686,478,2,795,clean_good,false,false
687,479,0,207,clean_good,false,false
688,479,1,602,clean_good,false,false
689,479,2,795,clean_good,false,false
690,480,0,207,clean_good,false,false
691,480,1,602,clean_good,false,false
692,480,2,795,clean_good,false,false
693,481,0,207,clean_good,false,false
694,481,1,602,clean_good,false,false
695,481,2,795,clean_good,false,false
696,482,0,207,clean_good,false,false
697,482,1,602,clean_good,false,false
698,482,2,795,clean_good,false,false
699,483,0,207,clean_good,false,false
700,483,1,602,clean_good,false,false
701,483,2,795,clean_good,false,false
702,484,0,207,clean_good,false,false
703,484,1,602,clean_good,false,false
704,484,2,795,clean_good,false,false
705,485,0,207,clean_good,false,false
706,485,1,602,clean_good,false,false
707,485,2,795,clean_good,false,false
708,486,0,207,clean_good,false,false
709,486,1,602,clean_good,false,false
710,486,2,795,clean_good,false,false
711,487,0,207,clean_good,false,false
712,487,1,602,clean_good,false,false
713,487,2,795,clean_good,false,false
714,488,0,207,clean_good,false,false
715,488,1,602,clear_bad,false,true
716,488,2,795,clean_good,false,false
717,489,0,207,clean_good,false,false
718,489,1,602,clean_good,false,false
719,489,2,795,clean_good,false,false
720,490,0,207,clean_good,false,false
721,490,1,602,clean_good,false,false
722,490,2,795,clean_good,false,false
723,491,0,207,clean_good,false,false
724,491,1,602,clean_good,false,false
725,491,2,795,clean_good,false,false
726,492,0,207,clean_good,false,false
727,492,1,602,clean_good,false,false
728,492,2,795,clean_good,false,false
729,493,0,207,clean_good,false,false
730,493,1,602,clean_good,false,false
731,493,2,795,clean_good,false,false
732,494,0,207,clean_good,false,false
733,494,1,602,clean_good,false,false
734,494,2,795,clean_good,false,false
735,495,0,207,clean_good,false,false
736,495,1,602,clean_good,false,false
737,495,2,795,clean_good,false,false
738,496,0,207,clean_good,false,false
739,496,1,602,clean_good,false,false
740,496,2,795,clean_good,false,false
741,497,0,207,clean_good,false,false
742,497,1,602,clean_good,false,false
743,497,2,795,clean_good,false,false
744,498,0,207,clean_good,false,false
745,498,1,602,clean_good,false,false
746,498,2,795,clean_good,false,false
747,499,0,207,clean_good,false,false
748,499,1,602,clean_good,false,false
749,499,2,795,clean_good,false,false
750,500,0,207,clean_good,false,false
751,500,1,602,clean_good,false,false
752,500,2,795,clean_good,false,false
753,501,0,207,mild_or_disputed,true,false
754,501,1,602,clean_good,false,false
755,501,2,795,clean_good,false,false
756,502,0,207,clean_good,false,false
757,502,1,602,clean_good,false,false
758,502,2,795,clean_good,false,false
759,503,0,207,clean_good,false,false
760,503,1,602,clean_good,false,false
761,503,2,795,clean_good,false,false
762,504,0,207,clean_good,false,false
763,504,1,602,clean_good,false,false
764,504,2,795,clean_good,false,false
765,505,0,207,clean_good,false,false
766,505,1,602,clean_good,false,false
767,505,2,795,clean_good,false,false
768,506,0,207,clean_good,false,false
769,506,1,602,clean_good,false,false
770,506,2,795,clean_good,false,false
771,507,0,207,mild_or_disputed,true,false
772,507,1,602,clean_good,false,false
773,507,2,795,clean_good,false,false
774,508,0,207,mild_or_disputed,false,false
775,508,1,602,clean_good,false,false
776,508,2,795,clean_good,false,false
777,509,0,207,clean_good,false,false
778,509,1,602,clear_bad,true,true
779,509,2,795,clean_good,false,false
780,510,0,207,clean_good,false,false
781,510,1,602,clean_good,false,false
782,510,2,795,clean_good,false,false
783,511,0,207,mild_or_disputed,true,false
784,511,1,602,clean_good,false,false
785,511,2,795,clean_good,false,false
786,512,0,207,clean_good,false,false
787,512,1,602,clean_good,false,false
788,512,2,795,clean_good,false,false
789,513,0,207,mild_or_disputed,true,false
790,513,1,602,clean_good,false,false
791,513,2,795,clean_good,false,false
792,514,0,207,clean_good,false,false
793,514,1,602,clean_good,false,false
794,514,2,795,clean_good,false,false
795,515,0,207,clean_good,false,false
796,515,1,602,clean_good,false,false
797,515,2,795,clean_good,false,false
798,516,0,207,clean_good,false,false
799,516,1,602,clean_good,false,false
800,516,2,795,clean_good,false,false
801,517,0,207,clean_good,false,false
802,517,1,602,clean_good,false,false
803,517,2,795,clean_good,false,false
804,518,0,207,clean_good,false,false
805,518,1,602,clean_good,false,false
806,518,2,795,clean_good,false,false
807,519,0,207,clean_good,false,false
808,519,1,602,clean_good,false,false
809,519,2,795,clean_good,false,false
810,520,0,207,clean_good,false,false
811,520,1,602,clean_good,false,false
812,520,2,795,clean_good,false,false
