review_id,severity,global_blur,local_blur,soft_fusion_or_melting,discrete_duplication_or_extra_part,detachment_or_floating_part,topology_or_attachment_error,limb_or_object_misalignment,texture_break,other,none
2_ab0d3065c18eff96ddf5,0,0,0,0,0,0,0,0,0,0,1
2_ced63ea8a8cbb67d7e5e,0,0,0,0,0,0,0,0,0,0,1
2_edf9bc5ef202ef7f1ca5,0,0,0,0,0,0,0,0,0,0,1
2_b6f9c682ccd90e785af2,0,0,0,0,0,0,0,0,0,0,1
2_9b08f29483ea5a0bf00a,0,0,0,0,0,0,0,0,0,0,1
2_c988e312c273581a6de1,0,0,0,0,0,0,0,0,0,0,1
2_8f34033b36966221438b,0,0,0,0,0,0,0,0,0,0,1
2_509f2922fa4a7905bda6,0,0,0,0,0,0,0,0,0,0,1
2_5f6c1d11a0e1d6be1065,0,0,0,0,0,0,0,0,0,0,1
2_bd19e58a70811463d506,0,0,0,0,0,0,0,0,0,0,1
2_0b87c4a9c98bf926201e,0,0,0,0,0,0,0,0,0,0,1
2_812d8bc1bee27b9b44d4,0,0,0,0,0,0,0,0,0,0,1
2_126a40e3d0b1498a468c,0,0,0,0,0,0,0,0,0,0,1
2_5a892e93bf605def9925,0,0,0,0,0,0,0,0,0,0,1
2_4cf8356a34621def269e,0,0,0,0,0,0,0,0,0,0,1
2_50994609e3ff25fdc005,0,0,0,0,0,0,0,0,0,0,1
2_b8cc0f4668296574894d,0,0,0,0,0,0,0,0,0,0,1
2_a6a237c80596fc170b0c,0,0,0,0,0,0,0,0,0,0,1
2_31f194f925c1acea1fe4,0,0,0,0,0,0,0,0,0,0,1
2_a91ac8a7595a07dfa74b,0,0,0,0,0,0,0,0,0,0,1
2_41fb3a30bd33456f2b43,0,0,0,0,0,0,0,0,0,0,1
2_9633cf2c1fbed0c12d30,0,0,0,0,0,0,0,0,0,0,1
2_bdf76e931e9616b159e1,0,0,0,0,0,0,0,0,0,0,1
2_1973f13113de96767138,0,0,0,0,0,0,0,0,0,0,1
2_fc56797dce1fda9fe1c7,0,0,0,0,0,0,0,0,0,0,1
2_3167047b79a491055fc2,0,0,0,0,0,0,0,0,0,0,1
2_8b645ef2faa19e5ccbc9,0,0,0,0,0,0,0,0,0,0,1
2_dce738275d1b6c8308a0,0,0,0,0,0,0,0,0,0,0,1
2_e0ca0cdd1ef212c62d1d,0,0,0,0,0,0,0,0,0,0,1
2_3aeb88909ac8c31a0ce2,0,0,0,0,0,0,0,0,0,0,1
2_fd615aee7adfa3823006,0,0,0,0,0,0,0,0,0,0,1
2_a7130833a31f3903acad,0,0,0,0,0,0,0,0,0,0,1
2_bf5ba719c01cf1fa057d,0,0,0,0,0,0,0,0,0,0,1
2_5c69cf57e0aef619b42a,0,0,0,0,0,0,0,0,0,0,1
2_48257688a8c3b2e3f817,0,0,0,0,0,0,0,0,0,0,1
2_f064d34f9d6375dc4d82,0,0,0,0,0,0,0,0,0,0,1
2_a43762873d076f7ee2c1,0,0,0,0,0,0,0,0,0,0,1
2_b73460ab93d8b5b1d30c,0,0,0,0,0,0,0,0,0,0,1
2_2b87375bd48f9d3e96b2,0,0,0,0,0,0,0,0,0,0,1
2_06e252f0f261ece6b2d4,0,0,0,0,0,0,0,0,0,0,1
2_62b33f9e83c5a85ad96e,0,0,0,0,0,0,0,0,0,0,1
2_8a2ab57bfcad1721a376,0,0,0,0,0,0,0,0,0,0,1
2_c074a86a7edb6c424d93,0,0,0,0,0,0,0,0,0,0,1
2_9a847ef9a16d78d25803,0,0,0,0,0,0,0,0,0,0,1
2_61e971f5261dba47b9fd,0,0,0,0,0,0,0,0,0,0,1
2_f74549b5e8d66a33217b,0,0,0,0,0,0,0,0,0,0,1
2_9e94bb21aa64ff4d1075,0,0,0,0,0,0,0,0,0,0,1
2_1505393a5913d449dc9b,0,0,0,0,0,0,0,0,0,0,1
2_eeeba8656cb6240db29f,0,0,0,0,0,0,0,0,0,0,1
2_ccaf9979cdca9b608fc9,0,0,0,0,0,0,0,0,0,0,1
2_d769172993b47435b22d,0,0,0,0,0,0,0,0,0,0,1
2_be166df199e1f09b980a,0,0,0,0,0,0,0,0,0,0,1
2_2014f4ea719e3cc6fb9b,0,0,0,0,0,0,0,0,0,0,1
2_d222f54a024666b695b0,0,0,0,0,0,0,0,0,0,0,1
2_8522943dbcf5b578ad36,0,0,0,0,0,0,0,0,0,0,1
2_d7a6d7fad493653f7663,0,0,0,0,0,0,0,0,0,0,1
2_1bc47a404eddbd180d57,0,0,0,0,0,0,0,0,0,0,1
2_50aa544552104eac38bf,0,0,0,0,0,0,0,0,0,0,1
2_8f28328dc3a84539a532,0,0,0,0,0,0,0,0,0,0,1
2_9fbd01323d9a7727f4b1,0,0,0,0,0,0,0,0,0,0,1
2_300493e26a3f7401289f,0,0,0,0,0,0,0,0,0,0,1
2_982e3d7aabe7c3f2012a,0,0,0,0,0,0,0,0,0,0,1
2_7de9d63eaff5a62c5155,0,0,0,0,0,0,0,0,0,0,1
2_481b73f2846680620e8e,0,0,0,0,0,0,0,0,0,0,1
2_2fd4749128b724141fb0,0,0,0,0,0,0,0,0,0,0,1
2_28c9270d48c26a001555,0,0,0,0,0,0,0,0,0,0,1
2_dd2a2956f709a002d540,0,0,0,0,0,0,0,0,0,0,1
2_929deb4c0f917c77efb6,0,0,0,0,0,0,0,0,0,0,1
2_9f15174368235d314a01,0,0,0,0,0,0,0,0,0,0,1
2_c69e9c822e755ddb4640,0,0,0,0,0,0,0,0,0,0,1
2_0d4e728f6b9cb7cad330,0,0,0,0,0,0,0,0,0,0,1
2_8498ce55ef191e264e04,0,0,0,0,0,0,0,0,0,0,1
2_3081c194506edc014480,0,0,0,0,0,0,0,0,0,0,1
2_4d95ce2c6f1e27b166d9,0,0,0,0,0,0,0,0,0,0,1
2_41d7654a9062a3c5a0c4,0,0,0,0,0,0,0,0,0,0,1
2_9e1118c8279d0d34c695,0,0,0,0,0,0,0,0,0,0,1
2_45c27feab7d8e8f49e8f,0,0,0,0,0,0,0,0,0,0,1
2_a3697bde9329d301ffad,0,0,0,0,0,0,0,0,0,0,1
2_d7997b102df5f43d1a11,0,0,0,0,0,0,0,0,0,0,1
2_0ca5af0500508d03e154,0,0,0,0,0,0,0,0,0,0,1
2_86d68f3c4bb2013a1b56,0,0,0,0,0,0,0,0,0,0,1
2_18155c1f2b96da903e66,0,0,0,0,0,0,0,0,0,0,1
2_c5b3bd9e1a1d506ed8cb,0,0,0,0,0,0,0,0,0,0,1
2_a76e70de4ab1efddc74c,0,0,0,0,0,0,0,0,0,0,1
2_084b35127bbb556c81b0,0,0,0,0,0,0,0,0,0,0,1
2_951be941c930d40ca331,0,0,0,0,0,0,0,0,0,0,1
2_352b3c886cf28a2dc4d1,0,0,0,0,0,0,0,0,0,0,1
2_0cc55707393271f76e07,0,0,0,0,0,0,0,0,0,0,1
2_d0eb22cbab988a25d72d,0,0,0,0,0,0,0,0,0,0,1
2_41093b1727cdd93d3204,0,0,0,0,0,0,0,0,0,0,1
2_a1979ff0874a7ba80a74,0,0,0,0,0,0,0,0,0,0,1
2_18bad4de8dd04f6f0e28,0,0,0,0,0,0,0,0,0,0,1
2_54d0fdfd725c53e692ca,0,0,0,0,0,0,0,0,0,0,1
2_b3830b8d9a0bac0134b4,0,0,0,0,0,0,0,0,0,0,1
2_5dab96462c3082a187bb,0,0,0,0,0,0,0,0,0,0,1
2_f8c1cd1f0110d14a23b3,0,0,0,0,0,0,0,0,0,0,1
2_4df15ab45d7d3dd06cd7,0,0,0,0,0,0,0,0,0,0,1
2_520ffe6a30b63a96afc8,1,1,0,0,0,0,0,0,0,0,0
2_1f0302144d95020bab0f,0,0,0,0,0,0,0,0,0,0,1
2_4d3fe432a379d86c1513,0,0,0,0,0,0,0,0,0,0,1
2_cf782a58553ac4d9a903,0,0,0,0,0,0,0,0,0,0,1
2_b241615d2eeb85778d2b,0,0,0,0,0,0,0,0,0,0,1
2_0795cf30eaa519bbc787,0,0,0,0,0,0,0,0,0,0,1
2_a95df16801c869929ebb,0,0,0,0,0,0,0,0,0,0,1
2_4dd7acb023f5a1da2d94,0,0,0,0,0,0,0,0,0,0,1
2_f54b50d812b21837cecb,0,0,0,0,0,0,0,0,0,0,1
2_f00ff515e667c73ee135,0,0,0,0,0,0,0,0,0,0,1
2_cb7d4157e9ecd74acb12,0,0,0,0,0,0,0,0,0,0,1
2_ef6ca71ec93247fc179e,0,0,0,0,0,0,0,0,0,0,1
2_7c44873683ad273e0475,0,0,0,0,0,0,0,0,0,0,1
2_227bcacd5684c6eeb268,0,0,0,0,0,0,0,0,0,0,1
2_099c3826c19642df6970,1,1,0,0,0,0,0,0,0,0,0
2_5c16fd275c4cafc34ebb,0,0,0,0,0,0,0,0,0,0,1
2_8209400f710cd0d7faee,0,0,0,0,0,0,0,0,0,0,1
2_0e1ddca7f32e524128f1,0,0,0,0,0,0,0,0,0,0,1
2_04aa53b254252ec14af0,0,0,0,0,0,0,0,0,0,0,1
2_17cbe10bcc317ff82beb,0,0,0,0,0,0,0,0,0,0,1
2_de12345cf14e9695a423,0,0,0,0,0,0,0,0,0,0,1
2_fae9a3a0968f0a351ac7,0,0,0,0,0,0,0,0,0,0,1
2_11e0c2b0c21612137276,0,0,0,0,0,0,0,0,0,0,1
2_16b0283c96094e031a15,0,0,0,0,0,0,0,0,0,0,1
2_a68cc2f5a9802860c22e,0,0,0,0,0,0,0,0,0,0,1
2_acde5a25bd60d7c67f85,0,0,0,0,0,0,0,0,0,0,1
2_d0a7039d6f02c7390d9f,0,0,0,0,0,0,0,0,0,0,1
2_01c5c7b98afe11033616,0,0,0,0,0,0,0,0,0,0,1
2_bdae585fbb31fb97f569,0,0,0,0,0,0,0,0,0,0,1
2_b38fb0d132ac9a4019eb,0,0,0,0,0,0,0,0,0,0,1
2_7b8e60103ce8241d22a1,0,0,0,0,0,0,0,0,0,0,1
2_91377c4f3cb910563c9d,0,0,0,0,0,0,0,0,0,0,1
2_59d7f8d4c2f7fef059d6,0,0,0,0,0,0,0,0,0,0,1
2_2d64f66c2a137fefa2e0,0,0,0,0,0,0,0,0,0,0,1
2_c97eef2d31fa78b9ab62,0,0,0,0,0,0,0,0,0,0,1
2_6f6650450256b41e1f25,0,0,0,0,0,0,0,0,0,0,1
2_8f08422405a20d8238bc,0,0,0,0,0,0,0,0,0,0,1
2_c5ba6701939013576e47,0,0,0,0,0,0,0,0,0,0,1
2_3955e829afcb71c8fe74,0,0,0,0,0,0,0,0,0,0,1
2_99a2f2ade9d5e6412d91,0,0,0,0,0,0,0,0,0,0,1
2_630636e853a78196ef66,0,0,0,0,0,0,0,0,0,0,1
2_f80ad1d45e371f4e8a8f,0,0,0,0,0,0,0,0,0,0,1
2_d61cedd53f7404203acf,0,0,0,0,0,0,0,0,0,0,1
2_54aae2385c75f6d46064,0,0,0,0,0,0,0,0,0,0,1
2_4241dbac517f795ea6a8,0,0,0,0,0,0,0,0,0,0,1
2_b8063af0b3d338659a6c,0,0,0,0,0,0,0,0,0,0,1
2_a753323b94bba77bce8f,0,0,0,0,0,0,0,0,0,0,1
2_a9d16e833a9ea031da81,0,0,0,0,0,0,0,0,0,0,1
2_ce608f91b12d0a650bbf,0,0,0,0,0,0,0,0,0,0,1
2_3fea07a202f1570b4218,0,0,0,0,0,0,0,0,0,0,1
2_d1d1e3b379c5c59ed1fb,0,0,0,0,0,0,0,0,0,0,1
2_39c58bd96177b994f991,0,0,0,0,0,0,0,0,0,0,1
2_a563d09c0e1510be7fe4,0,0,0,0,0,0,0,0,0,0,1
2_6d2da968eb648ca27072,0,0,0,0,0,0,0,0,0,0,1
2_38d476ba13b80f787ef6,0,0,0,0,0,0,0,0,0,0,1
2_3c97a7c74dd13c239774,0,0,0,0,0,0,0,0,0,0,1
2_2d73dc136e4ee62ef7c9,0,0,0,0,0,0,0,0,0,0,1
2_4aa0c899ee02b95520fd,0,0,0,0,0,0,0,0,0,0,1
2_8380b7e876508b1baa7c,0,0,0,0,0,0,0,0,0,0,1
2_527589ca862cab12517d,0,0,0,0,0,0,0,0,0,0,1
2_92aa73b2ff4d8d596c8e,0,0,0,0,0,0,0,0,0,0,1
2_4832a4ab2126c17f3e1c,0,0,0,0,0,0,0,0,0,0,1
2_819551a9546404886a08,0,0,0,0,0,0,0,0,0,0,1
2_96708f519d7ed5853f4d,0,0,0,0,0,0,0,0,0,0,1
2_9523806853875cf22ecf,0,0,0,0,0,0,0,0,0,0,1
2_51e2028b00be77429d86,0,0,0,0,0,0,0,0,0,0,1
2_4198104a60eef41e86c5,0,0,0,0,0,0,0,0,0,0,1
2_064d6ab0a90312d45f18,0,0,0,0,0,0,0,0,0,0,1
2_550f8800ad2ed1d487be,0,0,0,0,0,0,0,0,0,0,1
2_8ae09e8c65bfaf1f5b08,0,0,0,0,0,0,0,0,0,0,1
2_7b4b86a0f90aa1af3af7,0,0,0,0,0,0,0,0,0,0,1
2_cf7a647d0c45c4924a8a,0,0,0,0,0,0,0,0,0,0,1
2_3ca409d15c38b3d77280,0,0,0,0,0,0,0,0,0,0,1
2_7f2cb58b342099594b61,0,0,0,0,0,0,0,0,0,0,1
2_b0e314db96a17ba02905,0,0,0,0,0,0,0,0,0,0,1
2_eed8c5b485d1c91c7d1e,0,0,0,0,0,0,0,0,0,0,1
2_fa79e9ed1cbf8d354259,0,0,0,0,0,0,0,0,0,0,1
2_dce5521b61217127fa8d,0,0,0,0,0,0,0,0,0,0,1
2_0d14a383bf4c5a89b563,0,0,0,0,0,0,0,0,0,0,1
2_6861ece24049eb25347b,0,0,0,0,0,0,0,0,0,0,1
2_9ccc2b8f3f9f904bfa6b,0,0,0,0,0,0,0,0,0,0,1
2_3f45874cb2a3eac355d6,0,0,0,0,0,0,0,0,0,0,1
2_10aa4717c0de1ca4c8ff,0,0,0,0,0,0,0,0,0,0,1
2_80aa0881d9e9d864303f,0,0,0,0,0,0,0,0,0,0,1
2_654bb63fa8e09096f748,0,0,0,0,0,0,0,0,0,0,1
2_0b42ba039e917ac40b1b,0,0,0,0,0,0,0,0,0,0,1
2_bd1a6546f7d934412636,0,0,0,0,0,0,0,0,0,0,1
2_9b8dbb43cecef4f13517,0,0,0,0,0,0,0,0,0,0,1
2_bec7ea1c2a851f597754,0,0,0,0,0,0,0,0,0,0,1
2_6ece933b5fdd7188d663,0,0,0,0,0,0,0,0,0,0,1
2_1907c577f063dc9cd08f,0,0,0,0,0,0,0,0,0,0,1
2_dc834bca09a525a3207a,0,0,0,0,0,0,0,0,0,0,1
2_a5042b3f2bbf0075e60f,0,0,0,0,0,0,0,0,0,0,1
2_7dc717bbd350b3bcaf1c,0,0,0,0,0,0,0,0,0,0,1
2_a6b1d04a11215ee5d90f,0,0,0,0,0,0,0,0,0,0,1
2_bf6c3fa4a8da3aee371d,0,0,0,0,0,0,0,0,0,0,1
2_609b85bc1b83d3835c1d,0,0,0,0,0,0,0,0,0,0,1
2_d88342a3b64c691a8ac3,0,0,0,0,0,0,0,0,0,0,1
2_1d8456de0e5b789c4cfa,0,0,0,0,0,0,0,0,0,0,1
2_8786f3503c663fcf478a,0,0,0,0,0,0,0,0,0,0,1
2_9931ddcd699aac352867,0,0,0,0,0,0,0,0,0,0,1
2_61516fd4329b6aec2d91,2,0,1,0,0,0,1,0,0,0,0
2_0d902d23c177c033a142,0,0,0,0,0,0,0,0,0,0,1
2_5cbdb1c5fab0cf795acb,0,0,0,0,0,0,0,0,0,0,1
2_dd420e1a2d862fdfc00b,0,0,0,0,0,0,0,0,0,0,1
2_8210f7388dd63988f1f5,0,0,0,0,0,0,0,0,0,0,1
2_ab54997f8edea06cdffc,0,0,0,0,0,0,0,0,0,0,1
2_30bc2d0c65087287fcdc,0,0,0,0,0,0,0,0,0,0,1
2_2aa17d5ee26cbb3a7338,0,0,0,0,0,0,0,0,0,0,1
2_ed23cd78b910291bc383,0,0,0,0,0,0,0,0,0,0,1
2_78fa05952e3cecfc99a3,0,0,0,0,0,0,0,0,0,0,1
2_5d46306598ac52f56deb,0,0,0,0,0,0,0,0,0,0,1
2_01aeead732fc384fb0ff,0,0,0,0,0,0,0,0,0,0,1
2_a873ee11d3da4e19d3a4,0,0,0,0,0,0,0,0,0,0,1
2_e95cb8123e700baab5b8,0,0,0,0,0,0,0,0,0,0,1
2_d817fa81c1070f7c9c5b,0,0,0,0,0,0,0,0,0,0,1
2_c8c0893f085b9d1fef8e,0,0,0,0,0,0,0,0,0,0,1
2_815a230bcd7f89e97170,0,0,0,0,0,0,0,0,0,0,1
2_29a8846106998d3af555,0,0,0,0,0,0,0,0,0,0,1
2_65c9e9bd8320c18b83ba,0,0,0,0,0,0,0,0,0,0,1
2_3b00d731a554c0396381,0,0,0,0,0,0,0,0,0,0,1
2_c18596f1517e77c3179e,0,0,0,0,0,0,0,0,0,0,1
2_72a9a81cb942c4c053e7,0,0,0,0,0,0,0,0,0,0,1
2_81e54fc766c1bfc99b84,0,0,0,0,0,0,0,0,0,0,1
2_bd28a07b8951aece97a4,0,0,0,0,0,0,0,0,0,0,1
2_a22652f0687746864323,0,0,0,0,0,0,0,0,0,0,1
2_5c3a1cfb292fcb5c5f28,0,0,0,0,0,0,0,0,0,0,1
2_54d11b8e98066afaa02d,0,0,0,0,0,0,0,0,0,0,1
2_288680f3b13930f4c3b6,0,0,0,0,0,0,0,0,0,0,1
2_5ff310ad59c3d57c63a6,0,0,0,0,0,0,0,0,0,0,1
2_faf980f3b378d583cad1,0,0,0,0,0,0,0,0,0,0,1
2_9dae5174173028b6f7f9,0,0,0,0,0,0,0,0,0,0,1
2_7b8bce886ed12af3990d,0,0,0,0,0,0,0,0,0,0,1
2_1cddd4a5b0f19c2b2f35,0,0,0,0,0,0,0,0,0,0,1
2_fa66e16b1d8da4d503bd,0,0,0,0,0,0,0,0,0,0,1
2_fe6d50649378bfcd21a0,0,0,0,0,0,0,0,0,0,0,1
2_f24a20db10c949ec2ff4,0,0,0,0,0,0,0,0,0,0,1
2_83766fa662a0382b1981,0,0,0,0,0,0,0,0,0,0,1
2_89dfda1eed778b243ef8,0,0,0,0,0,0,0,0,0,0,1
2_bd13cf9dfa9110209933,0,0,0,0,0,0,0,0,0,0,1
2_b60ccec2a24dd4b6017b,0,0,0,0,0,0,0,0,0,0,1
2_945d43bbfd2b4f3f624c,0,0,0,0,0,0,0,0,0,0,1
2_e60d4b30daca7f3cdd68,0,0,0,0,0,0,0,0,0,0,1
2_bc704636b0407f495def,0,0,0,0,0,0,0,0,0,0,1
2_9d05694b505894212334,0,0,0,0,0,0,0,0,0,0,1
2_87608caeef2668afd530,0,0,0,0,0,0,0,0,0,0,1
2_cc60381d3a5df80eb717,0,0,0,0,0,0,0,0,0,0,1
2_7c5aef0e3533b4b8db72,0,0,0,0,0,0,0,0,0,0,1
2_ebaf778b411828206827,0,0,0,0,0,0,0,0,0,0,1
2_9449e4c4ffdc93edbce1,0,0,0,0,0,0,0,0,0,0,1
2_01aceb17a21d272cb384,0,0,0,0,0,0,0,0,0,0,1
2_9e8550e629aba9855544,0,0,0,0,0,0,0,0,0,0,1
2_77436619cf1f54b9387d,0,0,0,0,0,0,0,0,0,0,1
2_8644e53d89226f0c5987,0,0,0,0,0,0,0,0,0,0,1
2_31c094f19358136a234d,0,0,0,0,0,0,0,0,0,0,1
2_84a49f9fb8d527332195,0,0,0,0,0,0,0,0,0,0,1
2_f15d6c0b1da67ab8de05,0,0,0,0,0,0,0,0,0,0,1
2_aa06ffc4ff205a51f6a5,0,0,0,0,0,0,0,0,0,0,1
2_4d30d00f7cd5378b03ea,0,0,0,0,0,0,0,0,0,0,1
2_eb1fe7fdfb2701d41025,0,0,0,0,0,0,0,0,0,0,1
2_8fe17e3c04492b4b12c1,0,0,0,0,0,0,0,0,0,0,1
2_db8df9cc4a5b59c7db70,0,0,0,0,0,0,0,0,0,0,1
2_de6431035fb25b82af8e,0,0,0,0,0,0,0,0,0,0,1
2_ddae70607a0fe432736b,0,0,0,0,0,0,0,0,0,0,1
2_c9ba70fa903dbe706404,0,0,0,0,0,0,0,0,0,0,1
2_44d2c72720b58e26b222,0,0,0,0,0,0,0,0,0,0,1
2_4501604a52d74a49d752,0,0,0,0,0,0,0,0,0,0,1
2_46042b81355e3441132c,0,0,0,0,0,0,0,0,0,0,1
2_ac3b7ba7d2cb3a84bdd8,0,0,0,0,0,0,0,0,0,0,1
2_2bfb94148625e09b5735,0,0,0,0,0,0,0,0,0,0,1
2_7de0f035ba19d9a15815,0,0,0,0,0,0,0,0,0,0,1
2_f63a38535c9e9d628663,0,0,0,0,0,0,0,0,0,0,1
2_e04caf4aae0e373cd970,0,0,0,0,0,0,0,0,0,0,1
2_a0747a4b53a61e2ee28d,0,0,0,0,0,0,0,0,0,0,1
2_a442dd6ffe7e8fbdaf08,0,0,0,0,0,0,0,0,0,0,1
2_f93462cd90d9e7f29c7a,0,0,0,0,0,0,0,0,0,0,1
2_6f3f8160ec6743e166bc,0,0,0,0,0,0,0,0,0,0,1
2_e600c0a24ae569402d7f,0,0,0,0,0,0,0,0,0,0,1
2_393f8b17df978de48d45,0,0,0,0,0,0,0,0,0,0,1
2_3fd03eef24224222bdb7,0,0,0,0,0,0,0,0,0,0,1
2_e8fc9b559604b481f4e0,0,0,0,0,0,0,0,0,0,0,1
2_43a009d27c0594641bd2,0,0,0,0,0,0,0,0,0,0,1
2_d8a8483b5f3ae4a85376,0,0,0,0,0,0,0,0,0,0,1
2_107ceae7e1a415fb98da,0,0,0,0,0,0,0,0,0,0,1
2_2a42b0533840b63a39cd,0,0,0,0,0,0,0,0,0,0,1
2_5a78ffab9a2d035c60e5,0,0,0,0,0,0,0,0,0,0,1
2_781eef299ea29242deb7,0,0,0,0,0,0,0,0,0,0,1
2_3aa57a8fc486c2f146ab,0,0,0,0,0,0,0,0,0,0,1
2_142bb0c11dc9f2095431,0,0,0,0,0,0,0,0,0,0,1
2_6e9018d45a7710ac93f0,0,0,0,0,0,0,0,0,0,0,1
2_d8a03f02119751c30716,0,0,0,0,0,0,0,0,0,0,1
2_681657a64990710e307f,0,0,0,0,0,0,0,0,0,0,1
2_af056e097d073188d60b,0,0,0,0,0,0,0,0,0,0,1
2_86ea91a58892a169fd18,0,0,0,0,0,0,0,0,0,0,1
2_d09d23f629f153bbac2d,0,0,0,0,0,0,0,0,0,0,1
2_ba536490f6be074117e2,0,0,0,0,0,0,0,0,0,0,1
2_deae8c824e93cafc15ce,0,0,0,0,0,0,0,0,0,0,1
2_1614483d9ba75167db30,0,0,0,0,0,0,0,0,0,0,1
2_bfd6c9a2013ff3de1e4e,0,0,0,0,0,0,0,0,0,0,1
2_12d70a884e2621baf6a2,0,0,0,0,0,0,0,0,0,0,1
2_91abb95c29b931d5e78c,0,0,0,0,0,0,0,0,0,0,1
2_abd2b230700c407a7b09,0,0,0,0,0,0,0,0,0,0,1
2_d7df0d3acb2e0778bab3,0,0,0,0,0,0,0,0,0,0,1
2_7394e1bad6810e660aa3,0,0,0,0,0,0,0,0,0,0,1
2_a6807204c54ed71d24c0,0,0,0,0,0,0,0,0,0,0,1
2_05dc0ec365ea12f3de02,0,0,0,0,0,0,0,0,0,0,1
2_4c22aef345a6bf8c3b76,0,0,0,0,0,0,0,0,0,0,1
2_7944e9107f9903d16c65,0,0,0,0,0,0,0,0,0,0,1
2_8b314f05fd2cd8f8060b,0,0,0,0,0,0,0,0,0,0,1
2_1ddf489e6b517e934ac5,0,0,0,0,0,0,0,0,0,0,1
2_560610af3c9ff5a7f615,0,0,0,0,0,0,0,0,0,0,1
2_05c16748c0e7d1d8b8bd,0,0,0,0,0,0,0,0,0,0,1
2_19483894f50f9ca09872,0,0,0,0,0,0,0,0,0,0,1
2_f7f051db48175273538e,0,0,0,0,0,0,0,0,0,0,1
2_649566bb9b19fcccfd2f,0,0,0,0,0,0,0,0,0,0,1
2_79fb243f92e36b12bc57,0,0,0,0,0,0,0,0,0,0,1
2_ae5e758c47fb751b4b23,0,0,0,0,0,0,0,0,0,0,1
2_0508aa083c960bfc78ef,0,0,0,0,0,0,0,0,0,0,1
2_d0fff51d1ba9567d1f1c,0,0,0,0,0,0,0,0,0,0,1
2_b9347d8c883cb97fa6a0,0,0,0,0,0,0,0,0,0,0,1
2_75e1e86c35a76d512a83,0,0,0,0,0,0,0,0,0,0,1
2_42a1514f7478ece099b8,0,0,0,0,0,0,0,0,0,0,1
2_77ae17b00ef762a832f6,0,0,0,0,0,0,0,0,0,0,1
2_d9b4cb958bd5e527473c,0,0,0,0,0,0,0,0,0,0,1
2_92956695867b9af273ce,0,0,0,0,0,0,0,0,0,0,1
2_a130561e32abc3913bf6,0,0,0,0,0,0,0,0,0,0,1
2_d8d8bd11ac732a54a8d1,0,0,0,0,0,0,0,0,0,0,1
2_e312d3145b4af8561186,0,0,0,0,0,0,0,0,0,0,1
2_48754c2054748bba0676,0,0,0,0,0,0,0,0,0,0,1
2_5f82257cc3c1cee5eb97,0,0,0,0,0,0,0,0,0,0,1
2_9012fe093b97845459e6,0,0,0,0,0,0,0,0,0,0,1
2_1e1f667f079eed8d3a5c,0,0,0,0,0,0,0,0,0,0,1
2_e2311d0442e597bbf3cb,0,0,0,0,0,0,0,0,0,0,1
2_0e930046ac7e86a26237,0,0,0,0,0,0,0,0,0,0,1
